id,model,model_type,category,subcategory,prompt_text,style_tags,use_case,popularity_score,why_it_works,model_specific_technique
seedance_20_0013,Seedance 2.0,video,Product Demo,Product in Action Showcase,"[@Video1: sleek electric toothbrush in bathroom] Feature an electric toothbrush operating with visible breath vapor in cold bathroom air and gentle ripple effects on water droplets. Camera uses smooth dolly push with rack focus between brushing head and user’s smiling face. Cut to: close-up of smart app showing brushing data synchronized to brushing rhythm with subtle flutter animations. Style is photorealistic and clean, emphasizing hygiene and smart tech integration.","photorealistic, dolly push, breath visible, ripple, flutter",product_demo,9,Visible environmental and data cues enhance product’s smart health benefits.,audio-visual sync with breath visible physics
seedance_20_0014,Seedance 2.0,video,Product Demo,Product in Action Showcase,"Present a next-gen portable projector casting a bright, crisp image on a textured wall. The projection causes subtle ripple and shimmer effects on the wall surface. Camera employs a smooth crane tilt combined with handheld close-ups on device controls. Cut to: stylized UI animations reacting to sound input synchronized with projection brightness changes. Style is stylized with cinematic lighting and fluid motion.","stylized, cinematic, ripple, crane, audio-driven motion",product_demo,8,Visual interaction between projection and environment conveys product quality and immersion.,physics triggers with crane camera
seedance_20_0015,Seedance 2.0,video,Product Demo,Product in Action Showcase,"Demonstrate a high-tech electric kettle boiling water. Steam billows realistically from the spout, triggering subtle flutter in a nearby tea towel. Camera uses close-up macro shots capturing water bubbles and kettle surface reflections with smooth dolly push. Cut to: UI app showing remote control activation synced with kettle’s heating sound rhythm. Style is photorealistic, emphasizing precision and user convenience.","photorealistic, macro, billows, dolly push, rhythm-matched",product_demo,9,Combining thermal physics with app control visuals highlights modern smart home benefits.,physics triggers with dolly push camera
seedance_20_0016,Seedance 2.0,video,Product Demo,Product in Action Showcase,"Feature a compact drone delivering a small package onto a rooftop garden. The drone’s landing creates a gentle crumble effect on a soft moss surface and swirl in nearby airborne pollen. Camera uses aerial establishing shot cutting to a handheld close-up tracking delivery mechanism. Cut to: user receiving package with UI confirmation synced to drone’s landing sounds. Style is photorealistic with fluid, physics-accurate motion.","photorealistic, aerial, crumble, swirl, handheld",product_demo,8,Environmental interaction with product action builds immersive trust and realism.,physics triggers with aerial and handheld shots
seedance_20_0017,Seedance 2.0,video,Product Demo,Product in Action Showcase,"Showcase a cutting-edge portable gaming console powering on in a dark room. The console’s RGB lighting triggers ripple and shatter effects on virtual UI layers floating above the device. Camera performs a smooth dolly push combined with rack focus on buttons and screen animations. Cut to: beat-synchronized gameplay footage showcasing fluid, physics-accurate character motion. Style is stylized and cinematic with neon cyberpunk aesthetics.","stylized, cinematic, ripple, shatter, beat-synchronized",product_demo,10,Dramatic lighting and virtual effects create a visually compelling product reveal.,physics triggers with beat-synchronized motion
seedance_20_0018,Seedance 2.0,video,Product Demo,Product in Action Showcase,"Demonstrate an advanced smartwatch displaying hydration reminders. The watch screen triggers ripple effects on a digital water glass icon and synchronized fluid animations. Camera uses handheld close-up with slow rack focus shifts from watch face to wrist movement. Cut to: aerial shot showing user jogging in a park with heartbeat-synced camera dolly push. Style is photorealistic with smooth, natural momentum.","photorealistic, handheld, ripple, aerial, heartbeat-synced",product_demo,9,Integrating health data visuals with environmental context promotes lifestyle relevance.,audio-visual sync with handheld and aerial shots
seedance_20_0019,Seedance 2.0,video,Product Demo,Product in Action Showcase,"Feature a smart robot assistant tidying a minimalistic workspace. The robot’s manipulator causes subtle crumble and ripple effects on scattered papers and dust particles. Camera uses a mix of handheld and crane shots highlighting smooth, physics-accurate robot motions and object interactions. Cut to: UI interface issuing voice commands with synchronized flutter animations. Style is cinematic and photorealistic.","cinematic, photorealistic, crumble, ripple, flutter",product_demo,8,Realistic physics-driven interactions emphasize product intelligence and efficiency.,physics triggers with mixed camera angles
seedance_20_0020,Seedance 2.0,video,Product Demo,Product in Action Showcase,"Showcase a futuristic augmented reality (AR) headset projecting holographic interfaces in a modern office. Holograms ripple and shimmer realistically with hand gestures causing subtle billows of digital particles. Camera performs smooth 360 orbit combined with slow dolly push to immerse viewer in AR environment. Cut to: close-up of user interacting with virtual objects with rhythm-matched animations. Style is stylized, sleek, and cinematic.","stylized, cinematic, ripple, billows, 360 orbit",product_demo,10,Immersive holographic effects sync with user actions to vividly convey futuristic tech.,physics triggers with 360 orbit camera
seedance_20_0021,Seedance 2.0,video,Product Demo,Product in Action Showcase,"@Video1 [sleek smartwatch on wrist, urban morning jog] Show a photorealistic close-up of a smartwatch displaying heart rate and GPS navigation in real time as the user runs through a vibrant city park. Use fluid motion and physics-accurate wrist movements synchronized with upbeat running tempo. Camera performs a smooth dolly push following the arm movement. Cut to: wrist tapping interface to showcase seamless touchscreen response. Audio driven motion synced to ambient city sounds and heartbeat rhythm.","photorealistic, fluid, urban, dynamic, professional",product_demo,9,"Combines immersive real-world context with smooth, physics-accurate motions to highlight product functionality naturally.",audio-visual sync with beat-synchronized motion
seedance_20_0022,Seedance 2.0,video,Product Demo,Product in Action Showcase,@Image1 [modern kitchen blender with illuminated interface] Showcase a cinematic shot of a high-tech blender quickly pulverizing fresh fruits. Physics triggers include splash and swirl inside a transparent container to emphasize blending power. Camera uses a 360 orbit around the blender to reveal design details and digital controls. Cut to: slow-motion close-up of smoothie pouring into a glass with ripples and billows. Sync visuals to upbeat music matching the blender's speed.,"cinematic, photorealistic, smooth, high-tech, vibrant",product_demo,10,"Showcases product power with engaging physics effects and dynamic camera work, enhancing viewer engagement.","physics triggers: splash, swirl"
seedance_20_0023,Seedance 2.0,video,Product Demo,Product in Action Showcase,A stylized 3D product demo of a wireless noise-cancelling headphone featuring fluid opening and closing ear cups with natural momentum. Camera tilts down from top view to front close-up revealing touch controls lighting up on user interaction. Motion is rhythm-matched to calming ambient beats. Cut to: user placing headphones in sleek charging case with a subtle shatter particle effect as the lid snaps shut for tactile feel.,"3D, stylized, smooth, rhythm-matched, professional",product_demo,8,Combines tactile motion with rhythm synchronization for an immersive and memorable product experience.,"motion quality: rhythm-matched, physics-accurate"
seedance_20_0024,Seedance 2.0,video,Product Demo,Product in Action Showcase,Showcase a photorealistic drone flying over a scenic mountain landscape executing smooth 360 orbit shots. Physics triggers simulate realistic billows of dust behind takeoff and landing. Camera switches between aerial tracking and handheld perspectives highlighting drone agility and camera quality. Cut to: first-person view from drone’s camera stabilized feed. Audio driven motion synced to soaring electronic soundtrack.,"photorealistic, aerial, dynamic, natural momentum, cinematic",product_demo,10,Immerses viewers in product capabilities through multi-angle shots and authentic physics-driven environmental effects.,dual-branch audio-visual sync and physics triggers
seedance_20_0025,Seedance 2.0,video,Product Demo,Product in Action Showcase,"Demonstrate a stylized smart thermostat interface activation in a modern home setting. Show seamless touchscreen interactions with smooth rack focus shifts between UI and ambient environment. Include flutter physics trigger on screen buttons when pressed to suggest tactile feedback. Cut to: temperature changes visually ripple through a digital overlay on a cozy living room scene. Synchronize motion with calm, warm background audio.","stylized, smooth, UI-focused, natural momentum, professional",product_demo,8,Highlights intuitive interface design enhanced by subtle physics and camera techniques that maintain viewer focus.,physics trigger: flutter with rack focus camera
seedance_20_0026,Seedance 2.0,video,Product Demo,Product in Action Showcase,"@Image1 [sleek electric toothbrush in bathroom setting] Present a close-up, photorealistic demo of an electric toothbrush head rotating with fluid, physics-accurate motion and visible breath vapor from a user’s mouth. Camera employs tilt up to show the ergonomic handle and UV cleaning dock. Cut to: toothbrush being placed into dock triggering a subtle shatter effect of dust particles. Audio driven brushing sound effects synchronized with brushing speed.","photorealistic, fluid, natural momentum, clean, dynamic",product_demo,9,Combines realistic user interaction with tactile physics cues to convey hygiene and high quality effectively.,"physics triggers: breath visible, shatter"
seedance_20_0027,Seedance 2.0,video,Product Demo,Product in Action Showcase,"A cinematic overview of a professional camera's autofocus and zoom capabilities. Show smooth rack focus transitions with physics-accurate zoom ring rotation. Camera dolly push follows the photographer adjusting settings. Cut to: shot through the lens showing crisp depth of field change with ripple effect on background blur. Sync subtle shutter clicks with upbeat, rhythmic track to enhance motion impact.","cinematic, photorealistic, smooth, dynamic, professional",product_demo,9,Effectively demonstrates technical features with coordinated camera and audio-visual sync emphasizing precision.,audio-visual sync with rack focus and dolly push
seedance_20_0028,Seedance 2.0,video,Product Demo,Product in Action Showcase,Show a stylized 3D animation of a new laptop’s keyboard illumination adapting to ambient light changes. Keys softly flutter as light intensity increases or decreases. Camera performs a smooth crane shot across the keyboard surface revealing sleek design and port features. Cut to: multi-shot sequence highlighting fast typing with physics-accurate finger presses and responsive key travel. Audio synced to rhythmic typing sounds.,"3D, stylized, smooth, rhythm-matched, modern",product_demo,8,Combines environmental interactivity with tactile responsiveness for a visually compelling tech showcase.,physics triggers: flutter with audio-driven motion
seedance_20_0029,Seedance 2.0,video,Product Demo,Product in Action Showcase,"A photorealistic demonstration of a high-performance blender’s motor and blade system in action. Include physics triggers like swirl, splash, and ripple to emphasize power and efficiency. Camera alternates between close-up internal blade rotation and wide shot of fruits being blended. Cut to: slow-motion sequence of smoothie pouring out with natural momentum. Motion rhythmically matched to energetic soundtrack beats.","photorealistic, dynamic, fluid, cinematic, high-tech",product_demo,10,Utilizes physics effects and rhythmic editing to communicate power and precision clearly and engagingly.,"physics triggers: swirl, splash, ripple with audio-driven motion"
seedance_20_0030,Seedance 2.0,video,Product Demo,Product in Action Showcase,"Showcase a modern vacuum cleaner navigating through a stylish home interior. Use handheld camera to simulate user perspective with smooth, fluid motion following the vacuum. Physics triggers include crumb shatter and dust billows as it cleans. Cut to: detailed shot of dustbin emptying with crumble effect. Audio synchronized with motor power changes creating immersive, realistic cleaning sounds.","photorealistic, fluid, natural momentum, dynamic, professional",product_demo,9,Combines immersive first-person view with realistic physics effects to demonstrate cleaning efficiency convincingly.,"physics triggers: shatter, billows synced to audio"
seedance_20_0031,Seedance 2.0,video,Product Demo,Product in Action Showcase,A cinematic reveal of a luxury smartwatch’s customizable watch face options. Use rack focus to shift attention between wrist display and settings menu. Include smooth touchscreen interactions with flutter physics on icon selection. Cut to: aerial shot zooming out to an active lifestyle scene with watch data overlay synchronized to heartbeat audio for immersive effect.,"cinematic, stylized, smooth, dynamic, luxury",product_demo,8,Combines sophisticated visual storytelling with UI responsiveness and ambient audio to emphasize personalization.,physics trigger: flutter with rack focus
seedance_20_0032,Seedance 2.0,video,Product Demo,Product in Action Showcase,"@Image1 [high-end electric kettle boiling water] Capture a photorealistic demo of the kettle heating water. Simulate steam breath visible physics trigger escaping spout with subtle ripple effects on water surface. Camera uses tilt up and close-up on digital temperature display, emphasizing precision. Cut to: pour shot with fluid splash and ripple on cup surface. Sync to soft, warm acoustic background music for an inviting atmosphere.","photorealistic, fluid, warm, natural momentum, professional",product_demo,9,Effectively conveys product quality and performance with realistic physics and inviting camera movements.,"physics triggers: breath visible, ripple"
seedance_20_0033,Seedance 2.0,video,Product Demo,Product in Action Showcase,Stylized 3D animation showcasing a wireless charging pad powering a smartphone. Show smooth phone placement with physics-accurate momentum and flutter trigger on charging icon activation. Camera performs a subtle crane shot revealing sleek design and cable-free setup. Cut to: dynamic interface lighting pulsating to ambient music beat reflecting charging status.,"3D, stylized, smooth, rhythm-matched, modern",product_demo,8,Marries elegant design with interactive feedback and music synchronization to highlight convenience and style.,physics trigger: flutter with audio-driven motion
seedance_20_0034,Seedance 2.0,video,Product Demo,Product in Action Showcase,A photorealistic multi-shot sequence showing a professional-grade coffee machine brewing espresso. Include splash and ripple physics triggers as coffee pours into a cup. Camera dolly push moves from close-up on controls to wide shot of steaming cup with soft focus. Cut to: steam visible breath effect rising from cup. Background coffee shop sounds synchronized with machine operation sounds.,"photorealistic, cinematic, smooth, dynamic, professional",product_demo,10,"Combines technical precision and atmospheric ambiance to create a relatable, high-quality product demonstration.","physics triggers: splash, ripple, breath visible with audio sync"
seedance_20_0035,Seedance 2.0,video,Product Demo,Product in Action Showcase,"Stylized animation of a smart home assistant responding to voice commands. Show fluid, natural momentum of device lights pulsing and subtle ripple effect on control surface. Camera rack focus between user face and device. Cut to: device projecting holographic UI with smooth, physics-accurate unfolding motion. Synchronize visuals to calm, intelligent speech audio.","stylized, smooth, fluid, modern, professional",product_demo,8,Showcases product interactivity and advanced features with visually engaging and physics-accurate motions.,physics triggers: ripple with rack focus
seedance_20_0036,Seedance 2.0,video,Product Demo,Product in Action Showcase,A cinematic handheld camera shot following a cyclist wearing smart cycling gloves with gesture controls. Show fluid fingers flutter and natural momentum as user adjusts music volume and calls. Cut to: close-up of glove interface lighting up with subtle crumble particle effect on interaction. Sync motion to energetic electronic beats matching outdoor activity pace.,"cinematic, fluid, dynamic, natural momentum, outdoor",product_demo,9,Effectively combines active lifestyle context with responsive product features and rhythmic motion for engagement.,physics trigger: crumble with audio-visual sync
seedance_20_0037,Seedance 2.0,video,Product Demo,Product in Action Showcase,@Video1 [modern standing desk adjusting height] Show a photorealistic demo of a standing desk smoothly transitioning heights with physics-accurate hydraulic motion and fluid momentum. Camera employs dolly push and tilt up to reveal ergonomic workspace setup. Cut to: keyboard and monitor lighting up synchronized with desk movement. Background audio includes soft mechanical sounds and ambient office music.,"photorealistic, smooth, fluid, professional, modern",product_demo,9,Highlights ergonomic innovation with seamless motion and coordinated audiovisual elements to enhance product appeal.,motion quality: physics-accurate fluid momentum
seedance_20_0038,Seedance 2.0,video,Product Demo,Product in Action Showcase,A stylized 3D demo of a compact portable projector casting a vivid image onto a wall. Show device swivel with natural momentum and subtle flutter on control buttons during operation. Camera uses crane shot to reveal projection size growth. Cut to: audience reaction shot with smooth rack focus. Sync product interaction to uplifting background music.,"3D, stylized, smooth, natural momentum, cinematic",product_demo,8,Combines elegant product movement with audience context and music to communicate versatility and quality.,physics triggers: flutter with rack focus
seedance_20_0039,Seedance 2.0,video,Product Demo,Product in Action Showcase,Showcase a photorealistic electric bike accelerating on an urban trail. Camera alternates between aerial drone and handheld rider POV shots. Incorporate physics triggers like dust billows and ripple effect on water puddles. Cut to: close-up of digital dashboard displaying speed and battery life with smooth rack focus. Audio driven motion synced to fast-paced rhythmic soundtrack.,"photorealistic, dynamic, fluid, aerial, outdoor",product_demo,10,Delivers thrilling sense of speed and technology with diverse dynamic shots and synchronized environmental effects.,"physics triggers: billows, ripple with audio-visual sync"
seedance_20_0040,Seedance 2.0,video,Product Demo,Product in Action Showcase,"A cinematic demonstration of a smart fitness mirror displaying live workout stats. Show smooth touchscreen interaction with flutter physics triggers on menu selections. Camera uses subtle dolly push and rack focus between mirror reflection and user. Cut to: multi-shot of different exercise modes highlighted with sharp, fluid transitions. Audio synced with high-energy music for motivational effect.","cinematic, stylized, smooth, dynamic, professional",product_demo,9,"Blends interactive UI and user experience with polished camera work and audio, conveying versatility and motivation.",physics trigger: flutter with rack focus and dolly push
seedance_20_0041,Seedance 2.0,video,Product Demo,Product in Action Showcase,"@Video1 [sleek smart speaker on a modern wooden table] Showcase a smart speaker responding to voice commands with light pulses and subtle ripple effects on its surface. The scene is photorealistic with fluid, physics-accurate light reflections. Camera employs a slow dolly push to gently approach the device, syncing the light animations with the audio of the voice assistant's responses. Cut to: close-up aerial shot revealing the speaker's touch controls activating with a soft cascade ripple. Background audio is soothing and minimalistic to highlight product functionality.","photorealistic, fluid motion, audio-visual sync, minimalistic, modern",product_demo,9,The synchronized light and audio effects combined with smooth camera moves clearly demonstrate product responsiveness and design elegance.,audio-driven motion with ripple physics
seedance_20_0042,Seedance 2.0,video,Product Demo,Product in Action Showcase,@Image1 [ergonomic wireless earbuds on a textured surface] Present wireless earbuds powering on with subtle breath-visible physics and fluttering visual equalizers around the earbuds. The style is a stylized 3D render with vibrant neon accents complementing sleek matte black finishes. Use a 360 orbit camera movement around the earbuds to emphasize design details while cutting to an interior view of the earbuds highlighting active noise cancellation using swirling airflow simulations. The audio track features pulsing beats synced with the flutter animations.,"stylized, 3D, vibrant, physics simulation, audio-visual sync",product_demo,8,"Combining dynamic physics effects with stylized visuals and synchronized audio creates an engaging, immersive product showcase.",flutter and swirl physics with beat-synchronized motion
seedance_20_0043,Seedance 2.0,video,Product Demo,Product in Action Showcase,"Demonstrate a high-tech kitchen blender in action, blending fresh fruits with realistic splash and swirl physics inside a transparent jar. Photorealistic style capturing liquid dynamics and texture detail. Camera uses a handheld style with subtle rack focus switching between the blending mechanism and the final output. Cut to: slow-motion shot of the blender lid opening with a crisp crumble effect on a fruit slice falling out. Background sound is rhythmic blending noise matched to the blender speed.","photorealistic, physics-accurate, dynamic, handheld camera, slow-motion",product_demo,10,Realistic fluid physics combined with dynamic camera work effectively highlights product performance and quality.,splash and swirl physics with rack focus
seedance_20_0044,Seedance 2.0,video,Product Demo,Product in Action Showcase,"@Video1 [compact robotic vacuum navigating a stylish living room] Capture the robot vacuum performing edge cleaning with smooth, natural momentum, triggering subtle ripple and billow effects on floor dust particles. The scene is cinematic with warm lighting and soft shadows. Use crane camera tilt down as the vacuum moves beneath furniture, then cut to a close-up handheld shot showing dust collection with fluttering dust motes. Audio features rhythmic suction sounds perfectly synced with the vacuum’s movement patterns.","cinematic, natural momentum, physics simulation, handheld, warm lighting",product_demo,9,Combining physics-triggered dust effects and synchronized audio with varied camera angles vividly demonstrates product efficiency and design.,billow and ripple physics with audio-visual sync
seedance_20_0045,Seedance 2.0,video,Product Demo,Product in Action Showcase,"Showcase a premium smartwatch displaying health metrics on a curved AMOLED screen with fluid animations. Use stylized 3D rendering highlighting crisp text and glowing elements. Camera executes a smooth crane tilt up revealing the watch on a wrist during a workout, triggering breath-visible effects around the wrist to emphasize heart rate monitoring. Cut to: macro shot with fluttering interface transitions synced to user taps. Background audio is an upbeat track with beat-synchronized UI animations.","stylized, 3D, fluid animation, macro, audio-visual sync",product_demo,8,"The combination of stylized visuals, physics-based breath effects, and synced UI animations effectively highlights sophisticated product features.",breath-visible physics with beat-synchronized UI transitions
seedance_20_0046,Seedance 2.0,video,Social Media,Viral Social Content,"[@Video1 vibrant urban street festival with dancers and musicians] Capture a lively scene of diverse street performers engaging a crowd with colorful costumes and synchronized dance moves. Use physics triggers like flutter for flowing fabrics and ripple effects on surrounding water puddles. Employ a 360 orbit camera slowly circling the main performers, transitioning to a handheld close-up capturing audience reactions to boost engagement. Sync motion to a beat-synchronized energetic soundtrack with natural momentum in dancer movements for maximum vibrancy and fluidity.","cinematic, colorful, fluid, dynamic, urban",social_viral,9,Dynamic street festival scenes with vibrant colors and beat-synced motion naturally draw viral attention.,physics triggers: flutter + 360 orbit camera + beat-synchronized motion
seedance_20_0047,Seedance 2.0,video,Social Media,Viral Social Content,"Create a stylized short video of a cozy morning routine featuring a person brewing coffee and reading a book by a sunlit window. Use subtle physics effects like billows of steam rising realistically and flutter of pages turning. Employ a rack focus technique shifting attention from the steaming cup to the reader’s face. Incorporate smooth, natural momentum in hand movements and synchronize the visuals with soft ambient morning sounds for an inviting, shareable vibe.","stylized, warm, natural, smooth, cozy",social_viral,8,Relatable daily moments portrayed with cinematic warmth encourage viewers to engage and share.,physics triggers: billows + rack focus + ambient audio-visual sync
seedance_20_0048,Seedance 2.0,video,Social Media,Viral Social Content,"[@Image1 sleek, modern sneaker design] Showcase a photorealistic 3D unboxing experience of a limited-edition sneaker. Include physics-accurate motion for opening the box and the shoe’s fabric reacting naturally with subtle flutter. Utilize a dolly push camera approach moving from the box to the sneaker details highlighting texture and branding. Cut to a slow-motion shot of the sneaker landing on a reflective surface with ripple effect. Sync visual transitions to a trendy hip-hop beat to maximize hype and viral potential.","photorealistic, modern, detailed, smooth, trendy",social_viral,10,High-quality product reveals with detailed textures and rhythm-matched cuts amplify shareability in sneaker culture.,physics triggers: flutter + dolly push + ripple + audio-driven motion
seedance_20_0049,Seedance 2.0,video,Social Media,Viral Social Content,"Film a humorous, fast-paced cooking fail montage where a home chef tries recipes with exaggerated physics triggers such as shatter effects when breaking eggs and splash during sauce spills. Use a handheld camera style with jump cuts timed to comedic sound effects for maximum engagement. Include natural momentum in arm motions and visual rhythm matched to quick, punchy beats. End with a slow-motion shot of the final imperfect dish with a warm filter for relatability.","comedic, fast-paced, natural, dynamic, relatable",social_viral,9,Relatable cooking mishaps combined with energetic editing and physics effects create viral humor.,physics triggers: shatter + splash + handheld camera + rhythm-matched cuts
seedance_20_0050,Seedance 2.0,video,Social Media,Viral Social Content,"[@Video1 serene beach sunset with gentle waves] Produce a calming, stylized video of a lone figure practicing yoga on the shore at sunset. Capture physics-accurate ripples in shallow water and flutter of loose clothing in the breeze. Use a slow, smooth crane camera tilt up from feet to face, emphasizing peaceful focus. Soft ambient ocean sounds synchronized with fluid, natural movement of poses create a soothing and shareable wellness moment.","stylized, calm, fluid, natural, peaceful",social_viral,8,Tranquil wellness content with fluid motion and immersive visual-audio harmony appeals broadly for shares.,physics triggers: ripple + flutter + crane tilt + audio-visual sync
