id,model,model_type,category,subcategory,prompt_text,style_tags,use_case,popularity_score,why_it_works,model_specific_technique
recraft_image_0012,Recraft Image,image,Product Photography,Brand Product Photography,"A clean vector_illustration of a tech company’s next-gen laptop, using precise line work and flat colors including brand palette #0A74DA and #E94560. The laptop is open showing a crisp screen with the brand logo and the words ""NextGen Pro"" clearly displayed in sleek sans-serif typography. Composition includes the laptop angled slightly from top front with ample negative space below for product features. The style is modern, minimal, and commercial grade, perfect for digital brochures and presentations.","vector_illustration, flat_colors, modern, brand_colors, text_rendering",brand_product,8,Clean vector style with flat brand colors and clear text ensures versatile use for digital and print marketing.,"Flat color vector rendering with sharp, legible product text"
recraft_image_0013,Recraft Image,image,Product Photography,Brand Product Photography,"A luxury watch with a gold strap and black dial, captured in realistic_image with hdr and studio_portrait lighting to emphasize metal shine and dial detail. Use brand colors #FFD700 and #1A1A2E subtly reflected in background gradient lighting. The watch face displays accurate text ""Elegance X"" in a refined serif font, sharply rendered. Composition centers the watch with negative space on the left for campaign slogans. The image is commercial quality, print-ready, conveying premium status and brand consistency.","realistic_image, hdr, studio_portrait, brand_colors, text_rendering",brand_product,10,HDR lighting enhances luxury metal details while crisp typography on the dial strengthens brand recognition.,HDR lighting with precise dial text rendering
recraft_image_0014,Recraft Image,image,Product Photography,Brand Product Photography,"A sports water bottle photographed outdoors in natural_light realistic_image style with motion_blur to evoke activity. The bottle, predominantly brand color #1A1A2E with bright #E94560 accents, stands on a rock with a blurred forest background. The bottle’s side text reads ""HydraFit"" in bold, legible font, rendered with precision. Composition uses the rule of thirds with the bottle on the left and expansive negative space to the right for motivational text. Commercial quality and ideal for active lifestyle branding campaigns.","realistic_image, natural_light, motion_blur, brand_colors, text_rendering",brand_product,9,Motion blur and natural light create an active vibe while clear branding text enhances product visibility.,Motion blur combined with sharp text rendering
recraft_image_0015,Recraft Image,image,Product Photography,Brand Product Photography,"An elegant perfume bottle with a crystal stopper, styled in digital_illustration with soft studio_portrait lighting. The bottle features a subtle gradient in brand colors #E94560 fading into transparent glass. The label reads ""Lumière"" in sophisticated script font, text rendered crisply. The composition places the bottle centered with generous negative space on the right for tagline use. Background is a smooth gradient from white to pale pink, commercial quality, perfect for luxury fragrance ads and packaging visuals.","digital_illustration, studio_portrait, soft_lighting, brand_colors, text_rendering",brand_product,8,"Elegant lighting and gradient colors combined with clear, stylish text create a refined luxury brand image.",Soft studio lighting with precise script font rendering
recraft_image_0016,Recraft Image,image,Product Photography,Brand Product Photography,"A rugged outdoor backpack on a rock in realistic_image style with natural_light and hdr substyles to capture fabric texture and water resistance. Brand colors #1A1A2E and #FF9F1C appear in zipper accents and logo patch. The backpack features the name ""TrailBlaze"" embroidered clearly in block lettering on the front pocket. Composition uses a three-quarter angled shot with negative space on the right for adventure quote text. Commercial-grade image suitable for outdoor gear catalogs and websites.","realistic_image, natural_light, hdr, brand_colors, text_rendering",brand_product,9,Natural lighting and HDR reveal product durability while clear embroidered text boosts brand identity.,HDR natural light with precise embroidery text rendering
recraft_image_0017,Recraft Image,image,Product Photography,Brand Product Photography,"A contemporary smart speaker rendered in vector_illustration style with minimal shadows and highlights, using brand colors #1A1A2E and #E94560 throughout the speaker grille and base. The device's built-in display shows the text ""EchoWave"" in a futuristic font, rendered sharply. The composition is centered with ample negative space on the left for marketing messages. The style is clean, modern, and commercial quality, ideal for digital ads and product sheets.","vector_illustration, minimalist, brand_colors, text_rendering, commercial_quality",brand_product,8,Minimalist vector design combined with high-contrast brand colors and precise text ensures versatile branding.,Clean vector rendering with sharp on-device text
recraft_image_0018,Recraft Image,image,Product Photography,Brand Product Photography,"A close-up realistic_image of a luxury fountain pen with gold trim and ebony barrel on a reflective black surface under studio_portrait lighting. Brand colors #E94560 appear subtly in the ink reservoir visible through a window. The pen’s clip displays the engraved brand name ""Scriptura"" in elegant serif letters, rendered crisply. The composition is focused tightly on the nib and clip with negative space on the left for tagline placement. Image is print-ready and commercial quality for high-end stationery marketing.","realistic_image, studio_portrait, print_ready, brand_colors, text_rendering",brand_product,10,Studio lighting highlights fine details while precise text engraving reinforces a premium brand feel.,Studio portrait with high-fidelity engraving text rendering
recraft_image_0019,Recraft Image,image,Product Photography,Brand Product Photography,"A set of colorful silicone kitchen utensils arranged neatly on a white countertop, captured in digital_illustration style with soft shadows and brand colors #1A1A2E and #FF5733 integrated into handle designs. Each utensil features the brand name ""CookEase"" printed clearly in bold sans-serif fonts. The composition is top-down with generous negative space on the right for recipe text overlays. The image is commercial quality, clean, and perfect for e-commerce and product packaging.","digital_illustration, soft_shadows, brand_colors, text_rendering, commercial_quality",brand_product,7,Bright brand colors and clear typography paired with neat composition boost product visibility effectively.,Digital illustration with crisp printed text on utensils
recraft_image_0020,Recraft Image,image,Product Photography,Brand Product Photography,"A sophisticated pair of wireless noise-cancelling headphones placed on a black stand, shot in realistic_image style with hdr and hard_flash lighting. Brand colors #1A1A2E and #E94560 accentuate the ear cushions and control buttons with subtle LED glows. The headphones feature the brand name ""SilenceX"" printed clearly on the headband in modern font, perfectly legible. Composition is frontal with negative space on the left for promotional headline text. Image is commercial quality, technology-focused, and print-ready for high-end audio campaigns.","realistic_image, hdr, hard_flash, brand_colors, text_rendering",brand_product,10,"High contrast lighting enhances product form and texture, while clear brand text strengthens identity in tech marketing.",HDR and hard flash with accurate brand text on product
recraft_image_0021,Recraft Image,image,Product Photography,Brand Product Photography,"A sleek modern smartwatch displayed on a minimalist white marble pedestal, shot using a realistic_image style with photorealism and natural_light substyles. The watch is angled to highlight its OLED screen showing a colorful, brand-consistent user interface in #1A1A2E and #E94560. The background is softly blurred with generous negative space on the right for text overlay. The lighting is diffuse yet directional to accentuate the watch’s contours and metallic finishes. The composition ensures the product is crisp, centered, and studio-quality for commercial use.","realistic_image, photorealism, natural_light, commercial_quality",brand_product,9,Combines photorealistic detail with clean composition and brand colors for strong commercial impact.,Natural light photorealism for product texture clarity
recraft_image_0022,Recraft Image,image,Product Photography,Brand Product Photography,"A premium leather handbag placed on a matte black surface, captured as a studio_portrait style realistic_image with hard_flash lighting to produce sharp, defined shadows that emphasize texture and stitching quality. The brand colors #1A1A2E and #E94560 subtly appear on a branded tag and the zipper pull. The image composition uses a low-angle shot with generous negative space on the left for text placement. The overall color palette is muted earth tones combined with brand colors for a high-end, luxury feel suitable for print advertising.","realistic_image, studio_portrait, hard_flash, luxury_brand",brand_product,8,Sharp lighting and close-up texture emphasize product quality and brand identity.,Hard flash lighting for texture enhancement
recraft_image_0023,Recraft Image,image,Product Photography,Brand Product Photography,"An eco-friendly water bottle styled as a vector_illustration with clean lines and simplified shapes matching the brand palette #1A1A2E and #E94560. The bottle is centered with a flat lay composition on a recycled paper texture background. Generous negative space on the right side allows for text overlay. The style is minimal and modern, emphasizing sustainability and brand consistency. The illustration includes subtle shadows and highlights to provide dimensionality without photorealistic detail.","vector_illustration, minimalist, brand_colors, flat_lay",brand_product,7,Clean vector style reinforces brand identity while promoting eco-friendly values.,Vector illustration with brand color accuracy
recraft_image_0024,Recraft Image,image,Product Photography,Brand Product Photography,"A high-tech wireless earbud case captured as a realistic_image with hdr and enterprise substyles, shot on a reflective black surface with studio lighting to highlight the sleek design and high gloss finish. The earbuds and case feature subtle accents in brand colors #E94560 and #1A1A2E. The composition includes a side angle with generous negative space on the left for copy. The image is clean, sharp, and print-ready for tech brand catalogs and e-commerce displays.","realistic_image, hdr, enterprise, studio_lighting",brand_product,9,HDR and studio lighting create a visually striking and detailed product presentation.,HDR imaging for enhanced reflections and detail
recraft_image_0025,Recraft Image,image,Product Photography,Brand Product Photography,"A set of colorful fitness bands arranged diagonally on a clean, white background using digital_illustration with natural_light and motion_blur substyles to evoke energy and movement. Each band is rendered with brand colors #1A1A2E and #E94560 incorporated into the design patterns. The composition includes negative space to the right for dynamic text placement. This style suits vibrant, active lifestyle brands aiming to showcase product versatility in online ads.","digital_illustration, natural_light, motion_blur, dynamic_composition",brand_product,8,"Motion blur adds dynamism to product illustration, enhancing lifestyle appeal.",Motion blur effect combined with natural lighting simulation
recraft_image_0026,Recraft Image,image,Product Photography,Brand Product Photography,"A professional espresso machine shot as a realistic_image in studio_portrait style with soft diffused lighting emphasizing stainless steel and matte black finishes. The brand’s signature colors #1A1A2E and #E94560 appear in the logo and control panel. The machine is positioned center-left with generous negative space on the right to accommodate promotional text. The background is a subtle gradient from dark to light gray for contrast. This image has commercial, print-quality clarity suitable for luxury kitchen catalogues.","realistic_image, studio_portrait, soft_light, commercial_quality",brand_product,9,Soft studio lighting highlights premium material and brand details for upscale marketing.,Soft diffused studio lighting for premium product finish
recraft_image_0027,Recraft Image,image,Product Photography,Brand Product Photography,"A minimalist smartphone placed on a reflective glass surface, captured in realistic_image style with hard_flash and hdr substyles to emphasize the device’s slim profile and glossy screen. The screen displays a branded home screen with colors #1A1A2E and #E94560. The composition includes ample negative space on the bottom for overlaying text. The lighting creates sharp reflections and shadows, rendering a commercial-quality image tailored for tech brand advertisements and online product listings.","realistic_image, hard_flash, hdr, reflective_surface",brand_product,9,Combines HDR and hard flash to accentuate product sleekness and screen clarity.,HDR with hard flash for glossy surface photography
recraft_image_0028,Recraft Image,image,Product Photography,Brand Product Photography,"A luxurious perfume bottle rendered as a digital_illustration with studio_portrait and natural_light substyles. The bottle is transparent glass with liquid colored in brand color #E94560, set against a soft cream background with delicate light reflections. The composition places the bottle slightly off-center with generous negative space on the left for branding text. The style is elegant and refined, perfect for high-end beauty brand product presentation with commercial print quality.","digital_illustration, studio_portrait, natural_light, elegant",brand_product,8,Natural light and refined digital details create a sophisticated luxury product impression.,Natural light simulation with digital highlights
recraft_image_0029,Recraft Image,image,Product Photography,Brand Product Photography,"A rugged outdoor backpack photographed in realistic_image style using enterprise and natural_light substyles, set against a neutral gray background. The backpack features brand accent colors #1A1A2E and #E94560 on zippers and patches. The shot is a 3/4 view with soft shadows and generous negative space on the right for promotional text. The lighting enhances texture details like nylon weave and metal buckles, delivering a commercial-ready image for outdoor gear catalogs and e-commerce.","realistic_image, enterprise, natural_light, texture_focus",brand_product,8,Natural lighting combined with enterprise style communicates durability and detail clearly.,Enterprise style natural light for texture emphasis
recraft_image_0030,Recraft Image,image,Product Photography,Brand Product Photography,"A pair of designer sneakers placed on a clean white background, shot as a realistic_image with hard_flash and photorealism substyles. The sneakers feature brand colors #1A1A2E and #E94560 in their logo and sole accents. The composition uses a diagonal layout with one shoe slightly overlapping the other, leaving generous negative space on the top right for text. The lighting emphasizes the mesh fabric texture and rubber sole details, making it ideal for e-commerce product showcases.","realistic_image, photorealism, hard_flash, product_showcase",brand_product,9,Hard flash lighting crisply reveals material details enhancing online product appeal.,Hard flash photorealistic lighting for texture clarity
recraft_image_0031,Recraft Image,image,Product Photography,Brand Product Photography,"A luxury wristwatch displayed on a reflective black surface using realistic_image style with hdr and studio_portrait substyles. The watch dial features brand colors #1A1A2E and #E94560 with precise text on the face reading ""Elite Chrono."" The lighting is controlled and directional, creating sharp reflections that highlight the metal finish and glass crystal. The composition is symmetrical with generous negative space on the left for text. This image is print-ready for luxury catalog and high-end brand advertising.","realistic_image, hdr, studio_portrait, luxury",brand_product,10,Combination of HDR and precise studio lighting achieves premium luxury product presentation.,HDR with controlled directional studio lighting
recraft_image_0032,Recraft Image,image,Product Photography,Brand Product Photography,"A sleek wireless speaker captured as a digital_illustration emphasizing minimalism and brand colors #1A1A2E and #E94560. The speaker is shown in a floating perspective with subtle shadows beneath, set against a gradient background from white to light gray. Generous negative space on the right side is reserved for text. The illustration includes subtle highlights and shadow gradients to maintain dimensionality while preserving a clean, commercial look suitable for digital campaigns.","digital_illustration, minimalist, brand_colors, clean_design",brand_product,7,"Minimalist design with accurate brand color use creates a strong, modern brand message.",Clean digital illustration with gradient shading
recraft_image_0033,Recraft Image,image,Product Photography,Brand Product Photography,"A set of artisanal skincare jars arranged neatly on a wooden surface, photographed in realistic_image style with natural_light and studio_portrait substyles. The jars incorporate brand colors #1A1A2E and #E94560 in their labels and lids. The lighting is soft and directional to enhance glass reflections and label textures. The composition provides generous negative space on the top for text overlay. The final image is commercial-grade, perfect for premium skincare brand websites and print brochures.","realistic_image, natural_light, studio_portrait, commercial_quality",brand_product,9,"Soft natural light enhances product texture and creates a warm, inviting feel.",Natural lighting with soft directional shadows
recraft_image_0034,Recraft Image,image,Product Photography,Brand Product Photography,"A high-tech gaming mouse shown in hdr and hard_flash style realistic_image with enterprise substyle, placed on a black textured surface. The mouse glows with RGB lighting that matches brand colors #1A1A2E and #E94560 subtly integrated into the design. The angle is top-down with generous negative space on the right for text. The lighting highlights buttons, contours, and surface materials in sharp detail, delivering an image optimized for tech brand e-commerce and advertisements.","realistic_image, hdr, hard_flash, enterprise",brand_product,9,HDR and hard flash maximize detail and contrast for tech product visibility.,HDR with hard flash to emphasize design elements
recraft_image_0035,Recraft Image,image,Product Photography,Brand Product Photography,"A pair of elegant reading glasses displayed on a neutral beige fabric surface using realistic_image style with studio_portrait and natural_light substyles. The frame incorporates brand colors #1A1A2E and #E94560 in subtle detailing. The composition is a close-up side angle with generous negative space on the left for textual branding. The lighting softly highlights the glass reflections and metal frame textures, crafted for commercial-quality eyewear catalog imagery.","realistic_image, studio_portrait, natural_light, close_up",brand_product,8,Soft natural lighting captures fine details while maintaining a refined commercial look.,Soft natural light with close-up framing
recraft_image_0036,Recraft Image,image,Product Photography,Brand Product Photography,"A set of branded coffee mugs arranged in a staggered formation on a glossy white surface, rendered as a vector_illustration with flat colors #1A1A2E and #E94560. The mugs have clean outlines with minimal shadows to maintain a crisp look. The composition includes generous negative space on the right for marketing text. This style is ideal for brand identity presentations, print flyers, and digital shop graphics emphasizing brand color consistency.","vector_illustration, flat_color, brand_colors, minimalist",brand_product,7,Flat vector style ensures brand colors are vivid and consistent for marketing materials.,Flat vector illustration with precise color matching
recraft_image_0037,Recraft Image,image,Product Photography,Brand Product Photography,"A compact portable charger photographed in realistic_image style with hdr and studio_portrait substyles on a neutral light gray background. The product features clean branding with hex color #E94560 on power button accents and the logo. The shot is a macro close-up focusing on texture and button details with generous negative space on the bottom for text overlay. The lighting is diffused to reduce glare while preserving crisp detail, making it perfect for commercial tech product catalogs and websites.","realistic_image, hdr, studio_portrait, macro",brand_product,9,Macro HDR photography balances detail clarity with glare control for product emphasis.,HDR macro photography with soft diffusion
recraft_image_0038,Recraft Image,image,Product Photography,Brand Product Photography,"A flat lay of branded stationery items including notebooks, pens, and sticky notes, rendered in vector_illustration style with brand colors #1A1A2E and #E94560. The items are arranged with generous negative space for text on a white background. Each product features clean, minimal linework and cohesive color blocking. The overall style is modern and crisp, suited for corporate branding presentations, promotional materials, or online brand showcases.","vector_illustration, minimalist, brand_colors, flat_lay",brand_product,7,"Vector flat lay promotes clear brand messaging with crisp, professional styling.",Flat vector composition with brand color accuracy
recraft_image_0039,Recraft Image,image,Product Photography,Brand Product Photography,"A set of stylish sunglasses displayed on a reflective black surface, captured with realistic_image style using studio_portrait and hard_flash substyles. The lenses subtly reflect brand colors #1A1A2E and #E94560, and the frame details are sharply defined by directional lighting. The shot is taken with a low angle, leaving generous negative space on the right for overlay text. This image is commercial-grade, suitable for luxury fashion catalogues and digital advertising.","realistic_image, studio_portrait, hard_flash, luxury_fashion",brand_product,9,Directional hard flash lighting creates striking reflections and sharp product definition.,Hard flash directional lighting for reflective surfaces
recraft_image_0040,Recraft Image,image,Product Photography,Brand Product Photography,"A modern fitness tracker wristband displayed on a matte white surface, rendered as a digital_illustration with natural_light and motion_blur substyles to convey active lifestyle energy. The device screen shows a branded interface incorporating #1A1A2E and #E94560. The composition includes diagonal placement with ample negative space on the left for advertising copy. The style balances detail with energetic blur effects, optimized for dynamic social media brand campaigns.","digital_illustration, natural_light, motion_blur, lifestyle",brand_product,8,Motion blur combined with natural light adds vitality while maintaining brand color fidelity.,Natural light with motion blur for dynamic product presentation
recraft_image_0041,Recraft Image,image,Product Photography,Brand Product Photography,"Create a photorealistic image of a luxury smartwatch placed on a sleek black marble surface, illuminated with natural light from the left side to highlight texture and detail. Use a color palette centered on deep navy #1A1A2E and vibrant coral #E94560 for subtle accents in the watch strap and interface. Compose the shot with generous negative space on the right for future text overlay. Emphasize sharp focus on the watch face with a shallow depth of field softly blurring the background for a commercial, high-end retail look. Render crisp, accurate brand text on the watch screen reading ""Time Elevated.""","realistic_image, photorealism, natural_light, sharp_focus, luxury",brand_product,9,"It combines natural lighting with sharp focus and brand-aligned color accents for a premium, clean commercial product shot.",sharp focus with shallow depth of field
recraft_image_0042,Recraft Image,image,Product Photography,Brand Product Photography,"Generate a clean digital illustration of a branded eco-friendly water bottle set against a minimalistic white background with matching brand colors #1A1A2E and #E94560 subtly incorporated into the bottle label and cap design. Use soft studio portrait lighting to gently illuminate the product evenly, avoiding harsh shadows. The composition should center the bottle with ample negative space around it for editorial text placement. Include exact text ""Stay Hydrated"" on the label in a modern sans-serif font, rendered crisply and professionally for print-ready marketing materials.","digital_illustration, studio_portrait, minimalist, clean, brand_consistent",brand_product,8,"A minimalistic digital illustration with precise text and brand color use enables versatile, print-ready marketing visuals.",crisp vector text rendering with brand color integration
recraft_image_0043,Recraft Image,image,Product Photography,Brand Product Photography,"Produce a high dynamic range (HDR) realistic image of a premium leather handbag positioned on a rich wooden table with natural light streaming from a window on the side. Incorporate brand colors #1A1A2E in the handbag stitching and #E94560 on the metal zipper and logo plaque. Frame the shot tightly with the bag angled to show texture and detail, leaving negative space on the right for text. Use subtle motion blur effect to simulate soft finger movement opening the bag, adding lifestyle realism. Text on the handbag plaque reads exactly ""Crafted Elegance.""","realistic_image, hdr, natural_light, motion_blur, luxury",brand_product,9,"Combining HDR detail with subtle motion blur and brand color accents brings a dynamic, lifestyle-focused luxury product shot.",HDR lighting with subtle motion blur
recraft_image_0044,Recraft Image,image,Product Photography,Brand Product Photography,"Create a vector illustration of a set of branded tech earbuds, shown in an exploded view to highlight each component. Use brand colors #1A1A2E for the earbuds casing and #E94560 for the accent lights and charging case logo. The background is a clean white with generous negative space on the right for descriptive text. Employ a modern, flat iconography style with consistent line weights and smooth gradients for a sleek, professional catalog look. Include legible labels on components with precise typography reading ""Active Noise Cancellation"" and ""Wireless Charging.""","vector_illustration, flat_design, clean, technical, brand_consistent",brand_product,8,"The exploded vector style clearly communicates product features with brand consistency, perfect for technical catalogs and marketing.",flat vector illustration with precise text labels
recraft_image_0045,Recraft Image,image,Product Photography,Brand Product Photography,"Render a studio portrait style realistic image of a mid-century modern chair upholstered in deep navy fabric #1A1A2E, set against a soft coral #E94560 gradient background. Use soft, diffused studio lighting from above and front to evenly illuminate the chair's textures and contours, highlighting craftsmanship. The composition should feature the chair angled slightly right with ample negative space left for overlay text. Text on the chair cushion reads ""Designed for Comfort"" in elegant serif font, rendered sharply for high-resolution commercial use.","realistic_image, studio_portrait, soft_lighting, interior_design, brand_consistent",brand_product,9,"Combining soft studio lighting with brand colors and elegant text produces a warm, inviting product image ideal for premium branding.",soft diffused studio lighting for texture emphasis
recraft_image_0046,Recraft Image,image,Social Media,Brand Social Media Content,"Create a professional digital_illustration of a diverse group of young professionals collaborating in a modern co-working space with a sleek, minimal design. Use the brand's primary colors #1A1A2E and #E94560 prominently in their clothing and environment accents. Incorporate generous negative space on the right side for text overlay. Lighting should emulate natural_light streaming through large windows, emphasizing an energetic and optimistic atmosphere. Include subtle brand logos on laptops and coffee mugs. This image is designed for a LinkedIn post highlighting company culture and teamwork.","digital_illustration, natural_light, minimalist, brand_colors, generous_negative_space",brand_social,9,"The image balances brand identity with relatable human interaction, perfect for professional social engagement.",precise color palette integration with natural lighting and negative space for text
recraft_image_0047,Recraft Image,image,Social Media,Brand Social Media Content,"Generate a photorealistic image capturing a stylish product flat lay featuring the brand's flagship gadget alongside branded accessories, all arranged on a matte black background (#1A1A2E). Use soft studio_portrait lighting to highlight textures and create an upscale feel. The composition should have generous negative space on the bottom for product details text. Apply brand accent color #E94560 on key elements like packaging and interface screens. This content is ideal for Instagram product announcement posts with commercial and print-ready quality.","photorealism, studio_portrait, brand_colors, flat_lay, negative_space",brand_social,10,Combining photorealism with strategic brand color use draws attention to product details while leaving room for messaging.,high-detail photorealistic rendering with controlled studio lighting and brand color accents
